region,type_etablissement,filiere,niveau_etude,moyenne_semestre_1,moyenne_semestre_2,taux_absence,modules_non_valides,participation,bourse,distance_logement_km,acces_internet,activite_professionnelle,historique_redoublement,situation_academique,decrochage
Oriental,IUT,DROIT,L2,9.23,11.28,36.4,7,ELEVEE,NON,3.2,NON,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,LETTRES,M1,16.94,16.74,31.6,0,ELEVEE,NON,4.7,OUI,NON,NON,REDOUBLEMENT,0
Béni Mellal-Khénifra,IUT,LETTRES,M1,8.53,6.95,20.0,7,ELEVEE,NON,27.6,NON,NON,OUI,DIFFICULTE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,INFORMATIQUE,M2,9.5,11.42,20.8,4,ELEVEE,OUI,3.7,OUI,NON,OUI,REDOUBLEMENT,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,SCIENCES,L1,10.32,9.69,14.7,1,FAIBLE,NON,9.2,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,SCIENCES,L3,14.99,15.8,16.4,5,FAIBLE,OUI,16.5,OUI,OUI,NON,NORMALE,0
Rabat-Salé-Kénitra,IUT,SCIENCES,L2,14.15,12.36,20.2,1,MOYENNE,NON,2.4,OUI,NON,NON,DIFFICULTE,0
Marrakech-Safi,IUT,SCIENCES,L1,12.7,14.34,22.6,6,FAIBLE,NON,9.4,OUI,NON,NON,NORMALE,1
Drâa-Tafilalet,FACULTE,INFORMATIQUE,L3,11.4,13.3,30.7,7,ELEVEE,NON,33.5,OUI,NON,NON,REORIENTATION,0
Oriental,FACULTE,SCIENCES,L1,9.56,8.23,38.6,4,ELEVEE,NON,0.3,OUI,NON,NON,DIFFICULTE,1
Casablanca-Settat,FACULTE,MEDECINE,M2,9.9,11.65,15.2,6,MOYENNE,OUI,25.2,OUI,NON,NON,DIFFICULTE,1
Oriental,IUT,MEDECINE,L3,13.46,11.97,44.1,5,ELEVEE,NON,1.2,OUI,NON,OUI,DIFFICULTE,1
Rabat-Salé-Kénitra,IUT,SCIENCES,M1,13.77,15.26,42.0,5,FAIBLE,NON,11.2,OUI,NON,NON,REDOUBLEMENT,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INFORMATIQUE,L2,11.21,12.56,36.4,3,MOYENNE,OUI,9.8,OUI,NON,NON,DIFFICULTE,0
Rabat-Salé-Kénitra,FACULTE,LETTRES,L2,13.69,14.61,1.6,5,FAIBLE,OUI,16.6,OUI,NON,NON,DIFFICULTE,0
Casablanca-Settat,UNIVERSITE_PRIVEE,ECONOMIE,M2,15.16,13.08,8.7,7,MOYENNE,OUI,21.2,OUI,NON,NON,REORIENTATION,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,MEDECINE,L3,8.06,6.0,6.6,1,FAIBLE,NON,18.0,NON,OUI,NON,NORMALE,1
Oriental,ECOLE_INGENIEUR,INGENIERIE,L1,15.19,14.28,20.0,2,MOYENNE,NON,18.9,NON,NON,NON,DIFFICULTE,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L3,11.86,9.56,12.1,4,MOYENNE,NON,17.5,OUI,NON,OUI,NORMALE,0
Dakhla-Oued Ed-Dahab,FACULTE,LETTRES,M1,10.98,10.7,9.5,7,MOYENNE,OUI,6.9,NON,OUI,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INGENIERIE,L1,12.89,16.3,29.6,6,MOYENNE,NON,37.4,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,LETTRES,M2,17.69,17.18,14.5,2,ELEVEE,OUI,27.5,OUI,NON,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,LETTRES,M1,12.33,12.02,5.3,0,MOYENNE,NON,5.9,OUI,NON,NON,REDOUBLEMENT,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,LETTRES,L3,9.64,11.34,37.0,2,MOYENNE,OUI,0.6,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,DROIT,L1,12.71,11.94,18.7,7,MOYENNE,OUI,4.2,OUI,OUI,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,IUT,INFORMATIQUE,M2,7.86,8.4,2.1,6,ELEVEE,NON,5.2,OUI,NON,OUI,REDOUBLEMENT,1
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,SCIENCES,L1,12.22,11.98,20.4,5,ELEVEE,OUI,4.4,OUI,NON,OUI,NORMALE,1
Drâa-Tafilalet,ECOLE_INGENIEUR,MEDECINE,L1,11.14,12.41,34.2,0,ELEVEE,NON,7.4,NON,NON,OUI,NORMALE,0
Casablanca-Settat,FACULTE,ECONOMIE,L3,8.95,10.52,15.7,1,MOYENNE,OUI,1.8,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,SCIENCES,L2,13.07,11.73,23.2,3,MOYENNE,NON,33.2,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,INFORMATIQUE,M2,11.39,12.24,50.2,0,MOYENNE,OUI,19.5,OUI,OUI,NON,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,INFORMATIQUE,M2,9.12,9.83,21.4,1,MOYENNE,NON,5.6,NON,NON,NON,NORMALE,1
Drâa-Tafilalet,IUT,INFORMATIQUE,L3,9.96,9.02,11.6,5,ELEVEE,NON,3.9,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,ECOLE_INGENIEUR,DROIT,M2,14.22,16.63,11.8,0,ELEVEE,OUI,24.7,OUI,OUI,NON,NORMALE,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INFORMATIQUE,M2,12.29,10.92,4.8,3,MOYENNE,OUI,11.3,OUI,NON,NON,REDOUBLEMENT,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,ECONOMIE,M2,8.49,8.4,20.4,5,MOYENNE,OUI,32.9,NON,NON,NON,NORMALE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,11.82,9.86,22.2,3,MOYENNE,NON,3.8,NON,NON,NON,DIFFICULTE,1
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,ECONOMIE,L3,6.66,6.79,24.4,3,FAIBLE,NON,7.7,OUI,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,ECOLE_INGENIEUR,DROIT,L2,10.46,11.82,24.4,4,ELEVEE,NON,0.5,OUI,NON,OUI,NORMALE,1
Marrakech-Safi,UNIVERSITE_PRIVEE,LETTRES,L1,7.29,8.01,24.8,6,MOYENNE,NON,66.6,NON,NON,NON,DIFFICULTE,1
Casablanca-Settat,FACULTE,SCIENCES,L1,14.99,17.82,12.6,5,MOYENNE,OUI,44.4,NON,NON,NON,NORMALE,0
Casablanca-Settat,UNIVERSITE_PUBLIQUE,MEDECINE,L1,9.44,9.41,12.8,1,MOYENNE,NON,2.5,OUI,NON,OUI,NORMALE,1
Oriental,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L2,9.88,9.45,35.0,3,MOYENNE,NON,7.1,OUI,NON,NON,NORMALE,1
Souss-Massa,IUT,SCIENCES,L1,16.39,17.16,25.9,0,MOYENNE,OUI,9.8,OUI,OUI,NON,NORMALE,0
Fès-Meknès,UNIVERSITE_PRIVEE,DROIT,L3,11.85,11.59,22.1,3,MOYENNE,NON,3.6,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,IUT,MEDECINE,L2,13.45,12.58,15.6,1,ELEVEE,NON,7.0,OUI,NON,NON,REORIENTATION,0
Casablanca-Settat,FACULTE,LETTRES,L1,11.44,11.57,33.3,2,FAIBLE,NON,3.2,OUI,NON,NON,NORMALE,0
Oriental,UNIVERSITE_PRIVEE,SCIENCES,M2,7.57,6.17,30.3,7,FAIBLE,NON,11.1,OUI,NON,NON,REDOUBLEMENT,0
Casablanca-Settat,IUT,DROIT,M2,6.9,6.13,9.7,0,MOYENNE,OUI,20.8,OUI,NON,NON,NORMALE,0
Souss-Massa,ECOLE_INGENIEUR,LETTRES,M2,14.33,15.46,31.6,0,FAIBLE,NON,2.2,NON,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,FACULTE,ECONOMIE,M1,7.76,8.49,19.1,0,FAIBLE,NON,52.4,NON,NON,NON,NORMALE,1
Béni Mellal-Khénifra,ECOLE_INGENIEUR,DROIT,L1,6.18,7.26,30.9,4,ELEVEE,NON,6.2,NON,OUI,OUI,NORMALE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,INGENIERIE,L3,7.37,6.51,15.3,7,ELEVEE,NON,13.9,OUI,NON,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PRIVEE,DROIT,L1,9.94,7.8,8.5,0,ELEVEE,OUI,5.6,OUI,OUI,NON,REDOUBLEMENT,0
Drâa-Tafilalet,ECOLE_INGENIEUR,LETTRES,L3,12.24,11.76,20.9,1,ELEVEE,NON,1.4,OUI,NON,OUI,NORMALE,1
Fès-Meknès,IUT,INFORMATIQUE,M1,11.03,7.62,4.1,1,FAIBLE,OUI,30.7,NON,NON,NON,NORMALE,1
Guelmim-Oued Noun,IUT,MEDECINE,M1,11.97,11.37,23.8,1,MOYENNE,NON,4.5,OUI,NON,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PUBLIQUE,MEDECINE,L1,9.27,8.29,41.1,5,MOYENNE,OUI,13.5,OUI,OUI,NON,NORMALE,1
Casablanca-Settat,FACULTE,ECONOMIE,M2,9.41,9.26,40.8,1,MOYENNE,NON,11.0,NON,OUI,OUI,DIFFICULTE,1
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,LETTRES,L2,15.97,17.15,21.4,7,FAIBLE,NON,7.6,OUI,NON,OUI,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,INGENIERIE,L2,12.06,11.46,23.7,7,MOYENNE,OUI,0.8,OUI,NON,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,ECONOMIE,L2,11.16,12.0,14.8,3,MOYENNE,NON,8.2,NON,NON,NON,NORMALE,1
Fès-Meknès,ECOLE_INGENIEUR,INGENIERIE,M2,12.96,14.52,50.3,4,FAIBLE,NON,13.8,NON,OUI,NON,REDOUBLEMENT,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,DROIT,L3,8.92,8.92,38.8,3,MOYENNE,OUI,16.0,OUI,OUI,NON,DIFFICULTE,1
Guelmim-Oued Noun,IUT,INFORMATIQUE,M2,8.85,8.74,12.8,0,MOYENNE,OUI,5.7,OUI,OUI,NON,NORMALE,1
Guelmim-Oued Noun,FACULTE,SCIENCES,M2,11.8,11.93,10.7,2,ELEVEE,OUI,38.8,NON,OUI,OUI,NORMALE,1
Casablanca-Settat,FACULTE,SCIENCES,L2,14.42,15.0,25.9,7,FAIBLE,NON,15.4,NON,OUI,NON,NORMALE,1
Casablanca-Settat,FACULTE,INGENIERIE,L3,6.23,5.9,18.9,5,FAIBLE,OUI,29.2,OUI,OUI,OUI,NORMALE,1
Laâyoune-Sakia El Hamra,IUT,MEDECINE,L2,10.74,9.56,14.7,7,ELEVEE,NON,4.5,OUI,OUI,NON,NORMALE,1
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,MEDECINE,L1,10.41,9.34,38.2,5,MOYENNE,OUI,9.9,OUI,OUI,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PRIVEE,INGENIERIE,M2,12.61,11.71,36.8,1,MOYENNE,NON,1.9,NON,NON,NON,NORMALE,0
Souss-Massa,ECOLE_INGENIEUR,LETTRES,M2,13.9,14.29,12.0,0,ELEVEE,OUI,1.0,OUI,NON,OUI,NORMALE,0
Souss-Massa,IUT,DROIT,L1,14.22,12.2,10.1,1,MOYENNE,OUI,5.8,OUI,NON,OUI,NORMALE,1
Oriental,ECOLE_INGENIEUR,INFORMATIQUE,L2,5.73,4.55,17.2,7,ELEVEE,NON,5.0,OUI,NON,NON,NORMALE,1
Fès-Meknès,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,15.59,12.86,21.6,3,FAIBLE,NON,38.7,NON,OUI,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PRIVEE,ECONOMIE,M2,8.72,5.76,5.0,7,MOYENNE,NON,3.5,OUI,OUI,OUI,DIFFICULTE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,LETTRES,L1,6.6,6.82,42.3,0,MOYENNE,NON,2.1,OUI,OUI,NON,NORMALE,1
Souss-Massa,ECOLE_INGENIEUR,DROIT,M1,10.85,11.46,18.2,5,ELEVEE,OUI,1.3,OUI,NON,NON,DIFFICULTE,0
Fès-Meknès,ECOLE_INGENIEUR,LETTRES,L3,8.69,9.33,17.6,1,MOYENNE,NON,8.5,NON,NON,OUI,NORMALE,1
Drâa-Tafilalet,IUT,INGENIERIE,L3,12.1,12.46,9.7,6,ELEVEE,NON,24.1,OUI,OUI,OUI,NORMALE,0
Drâa-Tafilalet,UNIVERSITE_PRIVEE,ECONOMIE,L2,12.32,9.18,48.5,7,FAIBLE,NON,0.7,OUI,NON,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,IUT,LETTRES,L3,10.68,11.33,13.1,7,MOYENNE,OUI,12.0,NON,NON,NON,DIFFICULTE,0
Casablanca-Settat,UNIVERSITE_PRIVEE,INGENIERIE,L3,13.01,15.25,29.1,5,ELEVEE,OUI,7.6,OUI,OUI,NON,DIFFICULTE,0
Marrakech-Safi,ECOLE_INGENIEUR,INGENIERIE,M1,11.38,10.62,8.9,0,FAIBLE,NON,9.2,OUI,NON,OUI,DIFFICULTE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,MEDECINE,L3,10.51,9.49,44.9,2,FAIBLE,NON,0.3,OUI,NON,NON,NORMALE,1
Guelmim-Oued Noun,ECOLE_INGENIEUR,DROIT,L1,13.54,15.65,16.9,2,MOYENNE,NON,0.7,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,DROIT,M1,11.98,10.43,12.4,7,MOYENNE,OUI,8.3,OUI,NON,NON,NORMALE,1
Guelmim-Oued Noun,FACULTE,INGENIERIE,M2,12.99,13.45,11.9,5,ELEVEE,OUI,8.6,OUI,NON,NON,NORMALE,0
Souss-Massa,UNIVERSITE_PRIVEE,SCIENCES,M2,14.74,15.35,6.7,5,MOYENNE,OUI,17.2,OUI,NON,NON,NORMALE,0
Casablanca-Settat,FACULTE,ECONOMIE,L1,12.45,12.15,29.1,6,FAIBLE,OUI,9.6,NON,NON,OUI,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,ECONOMIE,L2,12.69,12.27,37.3,6,FAIBLE,NON,15.4,OUI,NON,NON,NORMALE,1
Oriental,UNIVERSITE_PRIVEE,DROIT,M2,17.4,17.76,8.4,1,MOYENNE,OUI,0.3,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,IUT,LETTRES,M1,19.52,20.0,17.5,6,ELEVEE,OUI,4.4,OUI,NON,OUI,NORMALE,0
Souss-Massa,UNIVERSITE_PUBLIQUE,LETTRES,L1,11.98,9.54,12.5,3,MOYENNE,OUI,2.7,OUI,OUI,NON,NORMALE,0
Laâyoune-Sakia El Hamra,IUT,LETTRES,L1,9.36,9.6,26.4,7,FAIBLE,OUI,3.4,OUI,NON,NON,NORMALE,1
Guelmim-Oued Noun,IUT,LETTRES,L3,9.42,10.85,24.5,7,MOYENNE,OUI,1.3,OUI,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,8.7,9.31,7.8,0,FAIBLE,NON,12.1,OUI,NON,NON,REDOUBLEMENT,1
Casablanca-Settat,ECOLE_INGENIEUR,INFORMATIQUE,M2,13.92,14.65,25.5,6,MOYENNE,NON,11.6,OUI,NON,NON,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,ECONOMIE,M1,8.44,6.59,18.7,2,ELEVEE,NON,33.1,OUI,OUI,NON,NORMALE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,LETTRES,L3,16.12,16.59,17.5,3,MOYENNE,NON,20.0,OUI,OUI,NON,DIFFICULTE,0
Oriental,UNIVERSITE_PUBLIQUE,DROIT,L1,9.14,9.05,5.6,1,MOYENNE,NON,5.9,OUI,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,FACULTE,LETTRES,L1,10.59,8.0,14.6,7,MOYENNE,NON,12.1,NON,OUI,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,DROIT,M2,11.91,10.48,35.4,5,FAIBLE,NON,2.4,OUI,NON,OUI,NORMALE,1
Béni Mellal-Khénifra,ECOLE_INGENIEUR,MEDECINE,L2,13.11,15.89,21.0,0,MOYENNE,OUI,0.2,NON,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,LETTRES,M2,13.48,13.18,21.4,4,MOYENNE,OUI,30.8,OUI,NON,OUI,REORIENTATION,1
Laâyoune-Sakia El Hamra,IUT,INGENIERIE,L1,12.98,15.13,4.9,0,MOYENNE,OUI,10.4,OUI,OUI,NON,DIFFICULTE,0
Oriental,ECOLE_INGENIEUR,INFORMATIQUE,L1,7.51,9.81,25.4,2,FAIBLE,OUI,4.9,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,IUT,INGENIERIE,M2,14.19,13.77,4.0,2,ELEVEE,OUI,24.1,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,ECONOMIE,L1,14.97,11.87,8.2,2,MOYENNE,OUI,3.3,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,DROIT,L3,11.18,12.2,10.4,3,MOYENNE,OUI,14.4,OUI,NON,NON,REORIENTATION,0
Drâa-Tafilalet,UNIVERSITE_PRIVEE,DROIT,M2,11.26,11.57,32.5,3,MOYENNE,NON,4.6,OUI,OUI,OUI,DIFFICULTE,1
Drâa-Tafilalet,FACULTE,INGENIERIE,L2,14.42,14.25,13.9,4,MOYENNE,NON,17.8,OUI,OUI,NON,NORMALE,0
Souss-Massa,IUT,INGENIERIE,L2,12.65,13.04,8.3,4,MOYENNE,OUI,5.7,NON,NON,OUI,NORMALE,0
Drâa-Tafilalet,FACULTE,ECONOMIE,M2,13.76,15.31,10.6,3,MOYENNE,NON,80.9,OUI,OUI,NON,DIFFICULTE,0
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,MEDECINE,L1,9.92,12.06,6.3,2,MOYENNE,NON,22.3,OUI,NON,OUI,NORMALE,0
Fès-Meknès,IUT,ECONOMIE,L2,8.16,8.44,5.4,4,FAIBLE,OUI,4.0,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,IUT,INGENIERIE,L3,14.6,15.73,6.4,3,MOYENNE,OUI,21.1,NON,NON,NON,NORMALE,0
Béni Mellal-Khénifra,IUT,ECONOMIE,M2,13.98,13.06,7.2,3,ELEVEE,NON,23.5,OUI,NON,NON,NORMALE,0
Souss-Massa,IUT,SCIENCES,L1,13.48,13.91,14.5,2,MOYENNE,OUI,4.4,OUI,NON,OUI,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,FACULTE,DROIT,L1,10.54,9.02,23.2,1,MOYENNE,NON,6.2,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,FACULTE,INFORMATIQUE,M2,13.37,16.06,21.8,0,ELEVEE,NON,6.4,OUI,NON,NON,REDOUBLEMENT,0
Casablanca-Settat,UNIVERSITE_PRIVEE,DROIT,M1,12.41,11.79,20.6,4,FAIBLE,NON,16.9,OUI,OUI,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,FACULTE,INFORMATIQUE,L3,15.23,14.99,6.3,7,FAIBLE,NON,8.8,OUI,NON,NON,DIFFICULTE,0
Marrakech-Safi,UNIVERSITE_PRIVEE,MEDECINE,L3,10.82,10.85,29.7,5,MOYENNE,NON,9.1,OUI,OUI,NON,NORMALE,1
Drâa-Tafilalet,IUT,INGENIERIE,M2,9.56,8.3,7.3,2,MOYENNE,NON,1.0,OUI,NON,OUI,DIFFICULTE,1
Fès-Meknès,ECOLE_INGENIEUR,INFORMATIQUE,L1,11.6,11.72,15.2,3,MOYENNE,NON,0.7,OUI,NON,OUI,NORMALE,0
Drâa-Tafilalet,IUT,ECONOMIE,L2,12.48,13.12,18.4,7,ELEVEE,OUI,12.0,OUI,OUI,NON,DIFFICULTE,0
Souss-Massa,ECOLE_INGENIEUR,LETTRES,L3,10.54,12.04,21.4,0,MOYENNE,NON,18.1,NON,OUI,NON,DIFFICULTE,0
Marrakech-Safi,IUT,INGENIERIE,L2,13.01,13.01,6.0,5,FAIBLE,OUI,38.4,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,MEDECINE,L3,10.62,10.67,24.0,3,ELEVEE,OUI,1.0,OUI,NON,NON,DIFFICULTE,0
Tanger-Tétouan-Al Hoceïma,FACULTE,DROIT,M2,14.49,15.72,32.9,2,MOYENNE,OUI,3.3,NON,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,FACULTE,MEDECINE,M1,13.3,15.4,26.2,3,FAIBLE,NON,4.6,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,FACULTE,SCIENCES,M2,6.73,7.39,11.2,7,MOYENNE,OUI,1.4,OUI,NON,NON,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,DROIT,M2,7.35,6.17,18.4,6,MOYENNE,NON,3.1,NON,NON,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,DROIT,M1,10.13,10.93,14.0,2,MOYENNE,OUI,12.4,OUI,NON,NON,NORMALE,1
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,DROIT,L1,13.78,14.47,1.6,0,MOYENNE,NON,12.2,OUI,NON,OUI,NORMALE,1
Casablanca-Settat,IUT,ECONOMIE,L2,13.04,13.42,17.9,2,FAIBLE,OUI,6.0,OUI,NON,NON,DIFFICULTE,0
Marrakech-Safi,UNIVERSITE_PRIVEE,MEDECINE,M2,19.08,20.0,2.5,4,MOYENNE,NON,20.4,OUI,NON,NON,REDOUBLEMENT,0
Fès-Meknès,IUT,INGENIERIE,M2,15.54,12.86,11.9,3,FAIBLE,NON,3.5,OUI,NON,NON,REORIENTATION,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,SCIENCES,L1,11.88,11.54,13.7,4,FAIBLE,OUI,14.8,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,MEDECINE,L2,12.78,12.9,29.1,7,ELEVEE,NON,1.0,OUI,NON,NON,REORIENTATION,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,LETTRES,L2,4.15,4.27,31.5,6,MOYENNE,OUI,19.2,OUI,NON,NON,REDOUBLEMENT,1
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,LETTRES,M1,8.45,6.76,62.7,4,ELEVEE,NON,11.8,OUI,NON,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,MEDECINE,L1,6.63,8.57,12.2,0,MOYENNE,NON,4.6,NON,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,15.58,14.65,13.3,5,FAIBLE,NON,7.5,OUI,OUI,NON,NORMALE,1
Oriental,IUT,ECONOMIE,L3,11.23,12.17,30.4,5,MOYENNE,OUI,14.1,OUI,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,FACULTE,INGENIERIE,L3,12.65,11.4,4.1,0,FAIBLE,NON,1.9,OUI,OUI,NON,NORMALE,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,DROIT,L2,8.11,9.38,46.3,1,FAIBLE,NON,52.1,OUI,OUI,NON,REDOUBLEMENT,1
Casablanca-Settat,IUT,DROIT,L1,9.51,11.09,17.9,0,MOYENNE,NON,2.3,NON,NON,OUI,NORMALE,1
Dakhla-Oued Ed-Dahab,FACULTE,INFORMATIQUE,L2,9.72,11.56,4.1,1,FAIBLE,OUI,2.0,NON,NON,NON,NORMALE,0
Fès-Meknès,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L1,14.7,15.35,20.3,4,MOYENNE,OUI,0.9,OUI,NON,OUI,REORIENTATION,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,MEDECINE,L1,15.77,16.84,19.2,6,ELEVEE,OUI,9.6,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,LETTRES,L2,8.02,9.73,8.0,7,MOYENNE,NON,7.2,NON,OUI,NON,REDOUBLEMENT,1
Souss-Massa,UNIVERSITE_PRIVEE,SCIENCES,L3,15.02,14.99,28.9,0,ELEVEE,OUI,4.4,NON,NON,NON,NORMALE,0
Fès-Meknès,UNIVERSITE_PUBLIQUE,LETTRES,L1,9.46,9.27,15.3,6,ELEVEE,NON,15.4,OUI,NON,NON,NORMALE,1
Béni Mellal-Khénifra,IUT,INGENIERIE,L3,16.65,14.87,23.7,1,MOYENNE,NON,11.5,NON,NON,OUI,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INGENIERIE,L2,11.67,12.56,3.3,3,MOYENNE,NON,5.5,OUI,NON,OUI,DIFFICULTE,0
Fès-Meknès,IUT,INFORMATIQUE,L2,14.41,13.56,25.4,5,MOYENNE,OUI,9.5,OUI,NON,NON,NORMALE,0
Casablanca-Settat,FACULTE,ECONOMIE,L1,9.56,7.51,7.8,5,FAIBLE,NON,79.1,OUI,NON,NON,REORIENTATION,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L1,9.09,9.49,9.4,3,ELEVEE,NON,4.5,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,FACULTE,SCIENCES,M2,10.81,9.13,21.6,2,MOYENNE,NON,18.2,NON,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,ECONOMIE,M2,7.42,5.98,38.9,0,ELEVEE,NON,12.8,OUI,NON,OUI,NORMALE,0
Souss-Massa,ECOLE_INGENIEUR,ECONOMIE,M1,9.43,9.98,12.1,1,MOYENNE,NON,39.8,NON,NON,NON,REDOUBLEMENT,0
Fès-Meknès,FACULTE,MEDECINE,M2,6.67,3.98,6.0,0,MOYENNE,OUI,1.6,OUI,NON,NON,NORMALE,1
Béni Mellal-Khénifra,IUT,MEDECINE,L1,12.92,13.43,16.6,7,FAIBLE,NON,3.3,OUI,NON,NON,REDOUBLEMENT,1
Fès-Meknès,FACULTE,LETTRES,M2,15.75,17.09,43.2,0,FAIBLE,OUI,8.5,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,14.15,17.3,18.4,2,FAIBLE,NON,4.1,NON,NON,NON,REDOUBLEMENT,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,DROIT,M1,12.82,14.12,7.2,5,MOYENNE,NON,17.3,OUI,NON,NON,NORMALE,0
