secteur_activite,region,age_demandeur,statut_professionnel,revenu_mensuel_mad,charges_mensuelles_mad,montant_demande_mad,duree_credit_mois,anciennete_professionnelle_annees,credits_existants,incidents_paiement_24_mois,ratio_endettement,type_garantie,type_credit,defaut_paiement
SERVICES,Souss-Massa,22,FONCTIONNAIRE,6504,2640,37439,120,0,3,1,0.507,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Tanger-Tétouan-Al Hoceïma,52,FONCTIONNAIRE,4923,1186,26244,48,25,5,0,0.288,AUCUNE,CONSOMMATION,1
SERVICES,Oriental,53,SALARIE_CDI,7934,3311,85688,84,30,5,0,0.463,HYPOTHEQUE,PROFESSIONNEL,0
COMMERCE,Guelmim-Oued Noun,24,SALARIE_CDI,4577,1746,33856,48,0,3,0,0.388,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Guelmim-Oued Noun,27,SALARIE_CDD,8413,3757,13252,36,8,2,0,0.519,CAUTION,CONSOMMATION,1
COMMERCE,Casablanca-Settat,53,SALARIE_CDD,13491,5827,33010,36,28,2,0,0.45,CAUTION,CONSOMMATION,1
INDUSTRIE,Béni Mellal-Khénifra,63,SALARIE_CDI,13878,4889,22307,12,44,3,2,0.409,CAUTION,CONSOMMATION,0
SERVICES,Laâyoune-Sakia El Hamra,31,SALARIE_CDI,4626,2501,8005,48,10,5,0,0.525,CAUTION,IMMOBILIER,1
COMMERCE,Laâyoune-Sakia El Hamra,48,SALARIE_CDI,6004,1974,32146,84,28,3,0,0.364,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Fès-Meknès,22,INDEPENDANT,11893,4606,36429,12,4,2,1,0.409,CAUTION,CONSOMMATION,1
TECH,Guelmim-Oued Noun,24,INDEPENDANT,11124,4040,47426,12,0,1,0,0.347,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Guelmim-Oued Noun,54,SALARIE_CDI,6144,2414,74032,24,35,0,0,0.323,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,53,FONCTIONNAIRE,6510,3581,29836,48,27,1,5,0.566,CAUTION,IMMOBILIER,0
AGRICULTURE,Laâyoune-Sakia El Hamra,65,RETRAITE,8409,4245,12697,48,39,4,1,0.528,AUCUNE,PROFESSIONNEL,0
COMMERCE,Béni Mellal-Khénifra,75,SALARIE_CDI,3551,608,20218,60,45,2,0,0.121,NANTISSEMENT,PROFESSIONNEL,1
COMMERCE,Guelmim-Oued Noun,29,SALARIE_CDI,10264,4078,35845,84,7,5,0,0.405,CAUTION,CONSOMMATION,0
COMMERCE,Drâa-Tafilalet,39,SALARIE_CDI,13192,2802,85021,120,21,4,0,0.227,CAUTION,CONSOMMATION,0
SERVICES,Guelmim-Oued Noun,71,SALARIE_CDI,6802,3501,36416,120,45,4,2,0.57,CAUTION,CONSOMMATION,1
COMMERCE,Dakhla-Oued Ed-Dahab,21,INDEPENDANT,4278,2752,33106,36,0,4,2,0.659,AUCUNE,CONSOMMATION,1
AGRICULTURE,Laâyoune-Sakia El Hamra,70,INDEPENDANT,15301,7029,30777,48,45,0,1,0.495,HYPOTHEQUE,PROFESSIONNEL,0
AGRICULTURE,Souss-Massa,77,FONCTIONNAIRE,8944,3040,36108,84,45,2,2,0.333,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Oriental,24,SALARIE_CDI,11148,2075,138318,24,0,4,0,0.171,CAUTION,CONSOMMATION,0
INDUSTRIE,Béni Mellal-Khénifra,26,INDEPENDANT,4472,1414,34233,120,6,5,2,0.309,AUCUNE,CONSOMMATION,0
TECH,Laâyoune-Sakia El Hamra,61,SALARIE_CDI,4479,1848,30197,12,41,4,2,0.39,CAUTION,CONSOMMATION,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,47,SALARIE_CDI,9763,5764,37301,48,29,1,1,0.579,HYPOTHEQUE,PROFESSIONNEL,1
SERVICES,Fès-Meknès,80,SALARIE_CDI,12867,5230,22619,84,45,3,0,0.432,AUCUNE,AUTO,1
SERVICES,Drâa-Tafilalet,52,INDEPENDANT,4875,3131,12174,12,32,4,1,0.67,CAUTION,IMMOBILIER,1
SERVICES,Dakhla-Oued Ed-Dahab,59,INDEPENDANT,7740,2590,10743,120,37,5,2,0.357,AUCUNE,AUTO,1
INDUSTRIE,Laâyoune-Sakia El Hamra,32,FONCTIONNAIRE,3967,596,21835,12,14,0,0,0.166,CAUTION,CONSOMMATION,0
SERVICES,Rabat-Salé-Kénitra,38,INDEPENDANT,5909,2744,83022,24,15,5,1,0.531,CAUTION,CONSOMMATION,0
SERVICES,Dakhla-Oued Ed-Dahab,29,SALARIE_CDI,7218,1874,82204,36,5,2,0,0.325,NANTISSEMENT,IMMOBILIER,0
SERVICES,Guelmim-Oued Noun,27,SALARIE_CDD,10097,2745,16627,60,6,5,0,0.28,CAUTION,CONSOMMATION,1
AGRICULTURE,Rabat-Salé-Kénitra,25,INDEPENDANT,3141,499,32510,36,7,4,2,0.237,AUCUNE,PROFESSIONNEL,1
SERVICES,Casablanca-Settat,74,INDEPENDANT,14679,6103,39818,48,45,3,0,0.487,AUCUNE,CONSOMMATION,1
SERVICES,Marrakech-Safi,22,FONCTIONNAIRE,7504,2054,21863,36,0,2,4,0.281,NANTISSEMENT,IMMOBILIER,1
INDUSTRIE,Dakhla-Oued Ed-Dahab,50,SALARIE_CDI,14508,9389,90770,36,24,1,0,0.617,AUCUNE,IMMOBILIER,0
SERVICES,Guelmim-Oued Noun,50,RETRAITE,11097,6301,61909,48,26,3,2,0.55,HYPOTHEQUE,PROFESSIONNEL,1
AGRICULTURE,Oriental,21,SALARIE_CDD,11891,6071,46751,36,0,1,0,0.515,CAUTION,PROFESSIONNEL,0
AGRICULTURE,Béni Mellal-Khénifra,71,SALARIE_CDI,20113,6576,38100,48,45,2,0,0.311,AUCUNE,CONSOMMATION,0
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,49,SALARIE_CDI,5700,1059,12160,36,24,1,0,0.137,AUCUNE,AUTO,0
INDUSTRIE,Laâyoune-Sakia El Hamra,25,SALARIE_CDI,8612,4172,93890,24,0,1,0,0.433,CAUTION,IMMOBILIER,0
INDUSTRIE,Rabat-Salé-Kénitra,26,FONCTIONNAIRE,5188,836,54522,36,0,5,1,0.14,HYPOTHEQUE,PROFESSIONNEL,1
SERVICES,Fès-Meknès,62,FONCTIONNAIRE,7739,2870,48363,48,35,5,1,0.342,AUCUNE,CONSOMMATION,1
INDUSTRIE,Marrakech-Safi,57,SALARIE_CDI,11204,1976,21665,48,34,3,2,0.082,CAUTION,CONSOMMATION,0
SERVICES,Laâyoune-Sakia El Hamra,43,SALARIE_CDI,13458,5785,23021,60,16,3,2,0.472,AUCUNE,AUTO,0
SERVICES,Oriental,43,FONCTIONNAIRE,6823,2932,51338,36,21,0,0,0.482,CAUTION,IMMOBILIER,1
COMMERCE,Drâa-Tafilalet,20,SALARIE_CDD,4712,1957,78556,48,0,4,2,0.445,AUCUNE,CONSOMMATION,1
SERVICES,Dakhla-Oued Ed-Dahab,20,SALARIE_CDI,8375,4249,121466,48,0,5,4,0.402,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Marrakech-Safi,51,SALARIE_CDI,5522,1458,21704,84,27,5,0,0.255,CAUTION,AUTO,1
COMMERCE,Dakhla-Oued Ed-Dahab,40,INDEPENDANT,6248,1694,32493,60,16,0,0,0.294,AUCUNE,CONSOMMATION,0
INDUSTRIE,Rabat-Salé-Kénitra,33,RETRAITE,10963,3926,8383,24,11,4,0,0.42,HYPOTHEQUE,IMMOBILIER,1
SERVICES,Guelmim-Oued Noun,41,SALARIE_CDD,10082,5055,6485,24,14,2,5,0.61,HYPOTHEQUE,IMMOBILIER,1
SERVICES,Drâa-Tafilalet,56,FONCTIONNAIRE,11795,2458,52421,36,35,0,4,0.209,CAUTION,CONSOMMATION,1
SERVICES,Guelmim-Oued Noun,36,INDEPENDANT,6962,4128,19984,36,12,4,1,0.601,CAUTION,IMMOBILIER,1
SERVICES,Rabat-Salé-Kénitra,40,SALARIE_CDI,12760,3523,9125,48,18,3,0,0.301,AUCUNE,IMMOBILIER,1
TECH,Dakhla-Oued Ed-Dahab,35,INDEPENDANT,8156,1745,16090,24,14,1,0,0.185,HYPOTHEQUE,AUTO,0
AGRICULTURE,Guelmim-Oued Noun,59,SALARIE_CDD,7130,3205,46165,120,35,3,3,0.411,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Rabat-Salé-Kénitra,21,FONCTIONNAIRE,4942,1422,47512,84,2,2,0,0.332,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Oriental,75,FONCTIONNAIRE,3164,1121,11544,60,45,1,0,0.388,NANTISSEMENT,CONSOMMATION,0
TECH,Guelmim-Oued Noun,52,SALARIE_CDI,4009,724,86292,60,28,2,0,0.171,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Souss-Massa,33,INDEPENDANT,8928,3415,22315,36,11,3,3,0.304,AUCUNE,IMMOBILIER,1
SERVICES,Tanger-Tétouan-Al Hoceïma,65,INDEPENDANT,5386,1626,44022,48,45,0,1,0.195,NANTISSEMENT,IMMOBILIER,0
SERVICES,Fès-Meknès,77,SALARIE_CDI,3865,908,37285,12,45,4,1,0.231,NANTISSEMENT,IMMOBILIER,0
INDUSTRIE,Oriental,21,FONCTIONNAIRE,6710,2303,36023,12,0,2,0,0.341,AUCUNE,AUTO,0
COMMERCE,Dakhla-Oued Ed-Dahab,30,RETRAITE,9190,4917,18848,48,6,3,0,0.523,CAUTION,PROFESSIONNEL,1
SERVICES,Béni Mellal-Khénifra,27,INDEPENDANT,9767,5194,35703,12,6,0,2,0.577,AUCUNE,PROFESSIONNEL,1
INDUSTRIE,Drâa-Tafilalet,22,FONCTIONNAIRE,7998,2641,43851,120,0,0,0,0.341,NANTISSEMENT,IMMOBILIER,1
INDUSTRIE,Guelmim-Oued Noun,64,SALARIE_CDI,7884,5023,31586,84,44,3,1,0.538,CAUTION,IMMOBILIER,0
SERVICES,Guelmim-Oued Noun,30,SALARIE_CDI,6360,1354,38974,60,12,3,0,0.313,AUCUNE,AUTO,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,42,SALARIE_CDI,10778,6223,78533,120,18,3,0,0.452,AUCUNE,PROFESSIONNEL,0
COMMERCE,Guelmim-Oued Noun,69,INDEPENDANT,7483,4785,26111,36,45,0,1,0.612,AUCUNE,CONSOMMATION,1
COMMERCE,Fès-Meknès,56,INDEPENDANT,7829,3417,57374,120,36,2,0,0.386,CAUTION,IMMOBILIER,0
SERVICES,Béni Mellal-Khénifra,60,INDEPENDANT,12926,2328,31342,12,36,0,0,0.204,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Fès-Meknès,24,SALARIE_CDI,11572,7065,98438,84,4,3,1,0.546,HYPOTHEQUE,CONSOMMATION,1
TECH,Dakhla-Oued Ed-Dahab,79,RETRAITE,7456,2747,13573,12,45,4,0,0.401,CAUTION,IMMOBILIER,0
COMMERCE,Drâa-Tafilalet,23,RETRAITE,6994,1650,90460,12,4,5,0,0.22,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Béni Mellal-Khénifra,62,FONCTIONNAIRE,6970,4152,25030,84,43,2,0,0.632,CAUTION,CONSOMMATION,1
SERVICES,Souss-Massa,58,INDEPENDANT,3263,1186,159253,60,39,2,3,0.244,CAUTION,CONSOMMATION,0
TECH,Oriental,43,SALARIE_CDD,13275,5306,49251,36,25,3,1,0.39,AUCUNE,PROFESSIONNEL,1
TECH,Guelmim-Oued Noun,70,SALARIE_CDI,5954,2593,65853,24,45,0,1,0.47,HYPOTHEQUE,IMMOBILIER,0
TECH,Fès-Meknès,74,SALARIE_CDI,11903,7181,32447,36,45,2,4,0.547,HYPOTHEQUE,AUTO,0
COMMERCE,Guelmim-Oued Noun,22,SALARIE_CDI,8256,3318,58484,48,1,1,0,0.417,CAUTION,AUTO,0
INDUSTRIE,Fès-Meknès,78,SALARIE_CDI,15157,9005,58467,24,45,3,0,0.608,HYPOTHEQUE,CONSOMMATION,0
INDUSTRIE,Rabat-Salé-Kénitra,33,FONCTIONNAIRE,10283,2418,32870,120,14,0,2,0.248,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Drâa-Tafilalet,67,SALARIE_CDI,12215,5599,62007,120,45,0,4,0.44,CAUTION,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,69,SALARIE_CDI,6208,2562,5000,36,45,2,4,0.449,CAUTION,CONSOMMATION,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,53,SALARIE_CDI,4544,1420,23135,36,27,0,0,0.33,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Béni Mellal-Khénifra,72,FONCTIONNAIRE,8659,2219,36864,24,45,4,0,0.271,AUCUNE,IMMOBILIER,0
AGRICULTURE,Drâa-Tafilalet,70,RETRAITE,3420,633,51602,24,44,5,0,0.156,HYPOTHEQUE,PROFESSIONNEL,1
INDUSTRIE,Guelmim-Oued Noun,50,SALARIE_CDD,6564,1844,71712,12,25,4,0,0.232,CAUTION,PROFESSIONNEL,0
SERVICES,Dakhla-Oued Ed-Dahab,29,INDEPENDANT,4745,2326,30428,36,4,1,0,0.514,CAUTION,CONSOMMATION,0
INDUSTRIE,Laâyoune-Sakia El Hamra,45,RETRAITE,5553,1605,27631,120,25,4,0,0.254,HYPOTHEQUE,CONSOMMATION,0
TECH,Souss-Massa,74,INDEPENDANT,10594,5446,66841,60,45,4,0,0.586,HYPOTHEQUE,CONSOMMATION,0
AGRICULTURE,Marrakech-Safi,30,INDEPENDANT,10285,6043,81315,12,7,5,0,0.689,CAUTION,CONSOMMATION,1
COMMERCE,Rabat-Salé-Kénitra,80,FONCTIONNAIRE,7534,3746,60956,36,45,3,0,0.462,CAUTION,PROFESSIONNEL,0
AGRICULTURE,Oriental,29,RETRAITE,9358,5171,32626,36,4,2,0,0.511,CAUTION,PROFESSIONNEL,1
TECH,Béni Mellal-Khénifra,59,SALARIE_CDI,6353,2774,216208,84,36,0,0,0.459,AUCUNE,PROFESSIONNEL,0
TECH,Drâa-Tafilalet,58,INDEPENDANT,24149,15052,38390,48,35,2,0,0.639,HYPOTHEQUE,CONSOMMATION,1
TECH,Casablanca-Settat,30,SALARIE_CDD,9278,4931,42256,60,5,0,1,0.53,CAUTION,CONSOMMATION,1
INDUSTRIE,Drâa-Tafilalet,47,SALARIE_CDI,6213,1934,113898,12,27,2,3,0.34,CAUTION,CONSOMMATION,1
TECH,Guelmim-Oued Noun,27,INDEPENDANT,12015,6148,105835,36,3,0,1,0.547,AUCUNE,AUTO,0
COMMERCE,Drâa-Tafilalet,40,INDEPENDANT,14159,6880,59591,36,16,2,0,0.447,CAUTION,IMMOBILIER,0
TECH,Oriental,78,INDEPENDANT,5719,3007,19319,120,45,3,0,0.483,AUCUNE,CONSOMMATION,0
SERVICES,Casablanca-Settat,21,RETRAITE,4280,1325,39295,84,0,2,2,0.216,HYPOTHEQUE,CONSOMMATION,1
TECH,Souss-Massa,72,INDEPENDANT,4679,1894,52167,12,45,2,0,0.32,AUCUNE,CONSOMMATION,0
AGRICULTURE,Béni Mellal-Khénifra,60,FONCTIONNAIRE,5994,3538,142407,24,36,4,1,0.543,AUCUNE,PROFESSIONNEL,0
INDUSTRIE,Oriental,65,RETRAITE,7908,5044,286309,84,41,5,1,0.621,AUCUNE,IMMOBILIER,1
AGRICULTURE,Oriental,35,SALARIE_CDI,3893,1285,23877,36,15,1,0,0.37,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Oriental,77,SALARIE_CDI,6713,2641,65964,48,45,0,0,0.424,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Oriental,33,SALARIE_CDD,7379,2327,20527,36,10,0,1,0.339,CAUTION,IMMOBILIER,1
SERVICES,Fès-Meknès,49,FONCTIONNAIRE,9379,4774,33276,36,22,2,0,0.499,AUCUNE,IMMOBILIER,0
TECH,Béni Mellal-Khénifra,20,FONCTIONNAIRE,10671,1808,19786,12,1,2,0,0.281,AUCUNE,PROFESSIONNEL,1
COMMERCE,Fès-Meknès,73,INDEPENDANT,9708,6086,116829,36,45,0,0,0.567,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Souss-Massa,62,SALARIE_CDI,18151,7708,42894,84,40,2,0,0.412,CAUTION,IMMOBILIER,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,28,INDEPENDANT,13258,3785,44596,60,3,3,0,0.303,AUCUNE,PROFESSIONNEL,0
INDUSTRIE,Drâa-Tafilalet,59,FONCTIONNAIRE,8954,1510,37590,24,39,2,1,0.114,AUCUNE,CONSOMMATION,0
INDUSTRIE,Laâyoune-Sakia El Hamra,29,RETRAITE,5236,2253,47260,24,4,0,0,0.415,CAUTION,CONSOMMATION,0
TECH,Béni Mellal-Khénifra,45,SALARIE_CDI,5979,2649,48404,60,26,2,0,0.371,AUCUNE,PROFESSIONNEL,0
COMMERCE,Rabat-Salé-Kénitra,50,FONCTIONNAIRE,4260,2120,22480,60,25,4,0,0.481,HYPOTHEQUE,AUTO,0
TECH,Drâa-Tafilalet,76,INDEPENDANT,8682,3583,11143,120,45,2,0,0.487,AUCUNE,CONSOMMATION,0
COMMERCE,Fès-Meknès,38,FONCTIONNAIRE,9406,3836,14340,48,14,4,0,0.416,AUCUNE,CONSOMMATION,0
AGRICULTURE,Casablanca-Settat,18,SALARIE_CDI,12110,3658,11761,120,0,5,0,0.399,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Marrakech-Safi,45,SALARIE_CDI,9139,2258,41624,84,19,5,0,0.318,CAUTION,IMMOBILIER,1
SERVICES,Dakhla-Oued Ed-Dahab,76,SALARIE_CDI,13021,3587,20506,120,45,1,0,0.202,AUCUNE,PROFESSIONNEL,0
SERVICES,Souss-Massa,68,SALARIE_CDD,13141,4433,72119,24,43,1,0,0.28,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Marrakech-Safi,21,FONCTIONNAIRE,5102,2738,42979,36,0,1,1,0.608,CAUTION,AUTO,0
COMMERCE,Rabat-Salé-Kénitra,21,FONCTIONNAIRE,6418,1342,10049,36,0,3,0,0.204,CAUTION,IMMOBILIER,0
TECH,Béni Mellal-Khénifra,65,INDEPENDANT,8063,3804,27246,12,39,3,0,0.398,HYPOTHEQUE,CONSOMMATION,0
INDUSTRIE,Guelmim-Oued Noun,63,SALARIE_CDI,5897,996,8217,48,41,1,0,0.217,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Tanger-Tétouan-Al Hoceïma,53,SALARIE_CDI,7263,1246,16302,12,34,0,0,0.249,AUCUNE,IMMOBILIER,0
COMMERCE,Rabat-Salé-Kénitra,23,INDEPENDANT,9280,2662,25766,84,5,1,0,0.361,AUCUNE,CONSOMMATION,1
AGRICULTURE,Tanger-Tétouan-Al Hoceïma,35,INDEPENDANT,7667,2519,18737,24,15,0,0,0.354,AUCUNE,CONSOMMATION,1
INDUSTRIE,Béni Mellal-Khénifra,71,INDEPENDANT,8104,1985,135868,36,45,5,0,0.304,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Rabat-Salé-Kénitra,26,INDEPENDANT,5302,3145,61338,24,6,2,2,0.619,AUCUNE,AUTO,1
INDUSTRIE,Fès-Meknès,30,RETRAITE,10177,3077,28869,36,8,5,0,0.254,AUCUNE,CONSOMMATION,1
INDUSTRIE,Casablanca-Settat,46,RETRAITE,9847,3783,98599,48,26,5,2,0.44,CAUTION,PROFESSIONNEL,1
SERVICES,Souss-Massa,64,FONCTIONNAIRE,5750,3721,18359,120,37,1,0,0.636,CAUTION,CONSOMMATION,0
INDUSTRIE,Marrakech-Safi,70,SALARIE_CDI,4528,1254,28781,12,45,0,1,0.37,CAUTION,CONSOMMATION,0
COMMERCE,Marrakech-Safi,55,SALARIE_CDI,14095,6475,66021,12,31,3,0,0.442,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Rabat-Salé-Kénitra,49,FONCTIONNAIRE,17795,9311,16632,36,26,0,0,0.512,CAUTION,CONSOMMATION,0
INDUSTRIE,Drâa-Tafilalet,42,SALARIE_CDD,9006,2571,58661,84,17,4,3,0.231,CAUTION,AUTO,1
SERVICES,Souss-Massa,20,SALARIE_CDI,6886,1231,44576,84,0,4,3,0.215,AUCUNE,CONSOMMATION,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,34,SALARIE_CDI,12976,7081,54811,84,10,2,1,0.641,AUCUNE,CONSOMMATION,0
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,31,RETRAITE,10013,2949,127795,60,5,3,1,0.335,HYPOTHEQUE,IMMOBILIER,1
INDUSTRIE,Marrakech-Safi,21,SALARIE_CDI,7370,2289,49955,24,0,0,0,0.315,AUCUNE,CONSOMMATION,1
SERVICES,Marrakech-Safi,64,INDEPENDANT,12527,4477,39665,60,40,1,0,0.335,AUCUNE,CONSOMMATION,0
COMMERCE,Dakhla-Oued Ed-Dahab,40,INDEPENDANT,5629,954,12732,48,13,4,0,0.137,CAUTION,CONSOMMATION,1
TECH,Béni Mellal-Khénifra,50,FONCTIONNAIRE,5938,3419,42075,60,25,2,1,0.637,CAUTION,IMMOBILIER,1
SERVICES,Fès-Meknès,30,SALARIE_CDI,9544,5551,25953,48,12,3,0,0.55,AUCUNE,CONSOMMATION,1
SERVICES,Béni Mellal-Khénifra,55,INDEPENDANT,8531,4996,33317,120,29,4,5,0.482,HYPOTHEQUE,IMMOBILIER,1
SERVICES,Oriental,26,FONCTIONNAIRE,10794,2605,26071,84,0,1,1,0.392,CAUTION,CONSOMMATION,0
COMMERCE,Rabat-Salé-Kénitra,60,SALARIE_CDI,13863,8846,51229,120,37,2,0,0.653,HYPOTHEQUE,PROFESSIONNEL,1
AGRICULTURE,Drâa-Tafilalet,64,FONCTIONNAIRE,4030,1937,18153,120,38,0,0,0.462,AUCUNE,IMMOBILIER,0
INDUSTRIE,Rabat-Salé-Kénitra,37,SALARIE_CDI,8246,3682,42127,48,19,0,0,0.413,CAUTION,CONSOMMATION,0
INDUSTRIE,Marrakech-Safi,31,INDEPENDANT,19063,9744,17516,36,4,5,0,0.539,NANTISSEMENT,IMMOBILIER,0
TECH,Drâa-Tafilalet,67,INDEPENDANT,6195,3271,10310,24,41,4,4,0.471,NANTISSEMENT,AUTO,0
TECH,Souss-Massa,32,FONCTIONNAIRE,5874,2103,28589,36,13,2,5,0.327,CAUTION,CONSOMMATION,1
SERVICES,Marrakech-Safi,29,RETRAITE,2956,1306,50248,24,5,2,2,0.464,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Casablanca-Settat,39,SALARIE_CDD,8483,3754,21080,36,13,3,0,0.399,CAUTION,CONSOMMATION,0
INDUSTRIE,Béni Mellal-Khénifra,78,INDEPENDANT,10523,1620,39959,120,45,3,5,0.095,AUCUNE,CONSOMMATION,0
TECH,Drâa-Tafilalet,47,INDEPENDANT,10513,1628,28167,24,27,0,3,0.129,CAUTION,PROFESSIONNEL,1
COMMERCE,Marrakech-Safi,34,SALARIE_CDI,5081,1958,17592,120,14,1,1,0.371,CAUTION,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,50,INDEPENDANT,8071,3464,53643,12,32,0,0,0.417,CAUTION,AUTO,0
TECH,Tanger-Tétouan-Al Hoceïma,39,INDEPENDANT,8953,4509,23019,24,16,3,0,0.49,CAUTION,PROFESSIONNEL,1
SERVICES,Laâyoune-Sakia El Hamra,59,SALARIE_CDD,8295,4366,47204,120,39,2,0,0.541,AUCUNE,PROFESSIONNEL,0
INDUSTRIE,Guelmim-Oued Noun,45,INDEPENDANT,4951,2193,13067,48,22,3,0,0.408,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Fès-Meknès,55,SALARIE_CDI,8390,2452,39965,36,36,1,1,0.307,CAUTION,PROFESSIONNEL,0
TECH,Oriental,45,SALARIE_CDI,5616,2581,56202,24,23,2,1,0.431,AUCUNE,AUTO,1
COMMERCE,Dakhla-Oued Ed-Dahab,48,SALARIE_CDI,3490,977,46455,12,28,0,5,0.274,AUCUNE,CONSOMMATION,1
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,46,SALARIE_CDD,11010,6152,67831,24,27,2,0,0.527,AUCUNE,PROFESSIONNEL,0
SERVICES,Rabat-Salé-Kénitra,42,SALARIE_CDI,8630,3121,57059,24,15,1,0,0.271,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Fès-Meknès,78,SALARIE_CDI,10576,6319,44777,60,45,5,0,0.613,HYPOTHEQUE,CONSOMMATION,0
TECH,Béni Mellal-Khénifra,34,RETRAITE,6371,1363,65658,120,10,3,0,0.267,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Dakhla-Oued Ed-Dahab,68,SALARIE_CDD,10742,5400,27956,24,45,3,0,0.516,NANTISSEMENT,PROFESSIONNEL,0
SERVICES,Fès-Meknès,62,INDEPENDANT,12835,4680,52307,12,39,1,1,0.303,CAUTION,CONSOMMATION,0
AGRICULTURE,Casablanca-Settat,51,SALARIE_CDI,17842,3813,36873,120,31,1,1,0.147,HYPOTHEQUE,CONSOMMATION,0
TECH,Marrakech-Safi,38,SALARIE_CDI,11687,5020,132645,60,12,5,2,0.472,CAUTION,AUTO,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,48,INDEPENDANT,9635,2466,43978,36,27,1,0,0.277,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Rabat-Salé-Kénitra,71,SALARIE_CDI,4355,1290,14767,84,45,5,1,0.304,HYPOTHEQUE,CONSOMMATION,0
AGRICULTURE,Casablanca-Settat,29,SALARIE_CDD,7724,2921,43353,60,8,5,1,0.421,CAUTION,AUTO,1
AGRICULTURE,Béni Mellal-Khénifra,54,RETRAITE,4272,1419,18660,84,27,2,0,0.366,CAUTION,CONSOMMATION,0
COMMERCE,Guelmim-Oued Noun,66,SALARIE_CDI,5606,1930,60472,24,41,1,1,0.351,CAUTION,PROFESSIONNEL,0
INDUSTRIE,Marrakech-Safi,57,SALARIE_CDD,19531,6807,61239,36,31,4,0,0.418,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Oriental,27,FONCTIONNAIRE,5113,810,23710,48,8,5,0,0.244,CAUTION,CONSOMMATION,0
TECH,Oriental,50,SALARIE_CDI,2824,942,17562,60,24,1,0,0.398,CAUTION,IMMOBILIER,0
COMMERCE,Drâa-Tafilalet,29,INDEPENDANT,11683,4051,39852,48,4,5,1,0.385,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Dakhla-Oued Ed-Dahab,76,SALARIE_CDD,5986,2672,19288,24,45,2,1,0.452,AUCUNE,PROFESSIONNEL,1
SERVICES,Laâyoune-Sakia El Hamra,40,SALARIE_CDI,11448,4470,20193,36,22,4,2,0.393,CAUTION,CONSOMMATION,1
AGRICULTURE,Fès-Meknès,44,SALARIE_CDD,4786,1131,25483,36,21,2,0,0.274,CAUTION,PROFESSIONNEL,1
AGRICULTURE,Dakhla-Oued Ed-Dahab,72,SALARIE_CDD,6690,2970,56219,12,45,4,0,0.416,AUCUNE,CONSOMMATION,1
AGRICULTURE,Casablanca-Settat,44,FONCTIONNAIRE,13879,2325,12852,84,23,5,1,0.165,CAUTION,CONSOMMATION,0
INDUSTRIE,Dakhla-Oued Ed-Dahab,30,RETRAITE,4470,1415,21415,60,3,1,0,0.287,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Rabat-Salé-Kénitra,74,INDEPENDANT,7509,3455,194681,60,45,2,2,0.457,HYPOTHEQUE,AUTO,0
TECH,Rabat-Salé-Kénitra,58,SALARIE_CDD,9238,4268,142581,84,37,3,0,0.421,AUCUNE,PROFESSIONNEL,0
